公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
000419,通程控股,长沙通程控股股份有限公司,"CHANGSHA TONGCHENG HOLDINGS CO.,LTD",湖南省长沙市雨花区劳动西路589号,419,通程控股,1996/8/16,"543,582,655","543,289,983",,,,0,0,华中,湖南,长沙市,F 批发零售,www.e-tongcheng.com
000420,吉林化纤,吉林化纤股份有限公司,"JILIN CHEMICAL FIBRE CO ., LTD",吉林省吉林市昌邑区九站街516-1号,420,吉林化纤,1996/8/2,"716,603,328","318,245,431",,,,0,0,东北,吉林,吉林市,C 制造业,www.jlcfc.com
000421,南京中北,南京中北(集团)股份有限公司,"NANJING ZHONGBEI (GROUP) CO., LTD",江苏省南京市建邺区应天大街927号,421,南京中北,1996/8/6,"572,646,934","351,684,100",,,,0,0,华东,江苏,南京市,D 水电煤气,www.zhong-bei.com
000422,湖北宜化,湖北宜化化工股份有限公司,"HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD",湖北省宜昌市猇亭大道399号,422,湖北宜化,1996/8/15,"897,866,712","897,812,984",,,,0,0,华中,湖北,宜昌市,C 制造业,www.hbyh.cn
000423,东阿阿胶,山东东阿阿胶股份有限公司,"SHAN DONG DONG-E E-JIAO CO., LTD",山东省东阿县阿胶街78号,423,东阿阿胶,1996/7/29,"654,021,537","653,867,088",,,,0,0,华东,山东,聊城市,C 制造业,www.dongeejiao.com
000425,徐工机械,徐工集团工程机械股份有限公司,"XCMG Construction Machinery Co., Ltd.",江苏省徐州经济开发区工业一区,425,徐工机械,1996/8/28,"7,084,287,702","7,069,505,961",,,,0,0,华东,江苏,徐州市,C 制造业,www.xcmg.com
000426,兴业矿业,内蒙古兴业矿业股份有限公司,"INNER MONGOLIA XINGYE MINING CO.,LTD",内蒙古自治区赤峰市新城区玉龙大街路北、天义路西兴业集团办公楼,426,兴业矿业,1996/8/28,"1,193,889,056","963,265,452",,,,0,0,华北,内蒙古,赤峰市,B 采矿业,
000428,华天酒店,华天酒店集团股份有限公司,"HUATIAN HOTEL GROUP CO.,LTD.",湖南省长沙市解放东路300号,428,华天酒店,1996/8/8,"1,018,926,000","718,748,700",,,,0,0,华中,湖南,长沙市,H 住宿餐饮,www.huatian-hotel.com
000429,粤高速Ａ,广东省高速公路发展股份有限公司,"GUANGDONG PROVINCIAL EXPRESSWAY DEVELOPMENT CO.,LTD",广东省广州市白云路85号,429,粤高速Ａ,1998/2/20,"908,367,748","468,668,996",200429,粤高速Ｂ,1996/8/15,"348,750,000","348,747,375",华南,广东,广州市,G 运输仓储,www.gpedcl.com
000430,张家界,张家界旅游集团股份有限公司,ZHANG JIA JIE TOURISM GROUP CO．LTD,湖南省张家界市南庄坪1号花园,430,张家界,1996/8/29,"320,835,149","209,028,283",,,,0,0,华中,湖南,张家界市,N 公共环保,www.zjjgf.com
000468,宁通信Ｂ,南京普天通信股份有限公司,"NANJING PUTIAN TELECOMMUNICATIONS CO., LTD",江苏省南京市江宁经济技术开发区秦淮路58号,,,,0,0,200468,宁通信Ｂ,1997/5/22,"100,000,000","100,000,000",华东,江苏,南京市,C 制造业,www.postel.com.cn
000488,晨鸣纸业,山东晨鸣纸业集团股份有限公司,"SHANDONG CHENMING PAPER HOLDINGS CO.,LTD",山东省寿光市圣城街595号,488,晨鸣纸业,2000/11/20,"1,113,278,456","1,105,037,237",200488,晨 鸣Ｂ,1997/5/26,"470,923,511","470,923,511",华东,山东,潍坊市,C 制造业,www.chenmingpaper.com
000498,山东路桥,山东高速路桥集团股份有限公司,"SHANDONG HI-SPEED ROAD&BRIDGE CO.,LTD.",山东省济南市经五路330号,498,山东路桥,1997/6/9,"1,120,139,063","440,700,000",,,,0,0,华东,山东,济南市,E 建筑业,
000501,鄂武商Ａ,武汉武商集团股份有限公司,WUHAN DEPARTMENT STORE GROUP CO.LTD,湖北省武汉市江汉区解放大道690号,501,鄂武商Ａ,1992/11/20,"529,025,590","507,184,193",,,,0,0,华中,湖北,武汉市,F 批发零售,www.wushang.com.cn
000502,绿景控股,绿景控股股份有限公司,"LVJING HOLDING CO.,LTD",广东省广州市天河区林和中路8号海航大厦35楼05单元,502,绿景控股,1992/11/23,"184,819,607","183,012,031",,,,0,0,华南,广东,广州市,K 房地产,www.000502.cn
000503,海虹控股,海虹企业(控股)股份有限公司,"SEARAINBOW HOLDING CO.,LTD",海南省海口市文华路18号文华大酒店七层,503,海虹控股,1992/11/30,"898,822,204","897,923,706",,,,0,0,华南,海南,海口市,I 信息技术,www.searainbow.com
000504,南华生物,南华生物医药股份有限公司,"NanHua Bio-medicine CO.,Ltd．",湖南省长沙市天心区城南西路3号财信大厦13楼,504,南华生物,1992/12/8,"311,573,901","309,877,144",,,,0,0,华中,湖南,长沙市,R 文化传播,www.nhbiogroup.com
000505,珠江控股,海南珠江控股股份有限公司,"HAINAN PEARL RIVER HOLDINGS CO.,LTD",海南省海口市珠江广场帝豪大厦29层,505,珠江控股,1992/12/21,"361,770,404","360,362,416",200505,珠江B,1995/6/29,"64,975,000","64,975,000",华南,海南,海口市,K 房地产,
000506,中润资源,中润资源投资股份有限公司,ZhongRun Resources Investment Corporation,山东省济南市经十路13777号中润世纪广场17栋,506,中润资源,1993/3/12,"929,017,761","928,310,961",,,,0,0,华东,山东,济南市,B 采矿业,
000507,珠海港,珠海港股份有限公司,"ZHUHAI PORT CO., LTD",广东省珠海市高栏港经济区榕树湾8号2001-2号办公,507,珠海港,1993/3/26,"789,540,919","772,090,797",,,,0,0,华南,广东,珠海市,G 运输仓储,www.0507.com.cn
000509,华塑控股,华塑控股股份有限公司,"Huasu Holdings CO.,Ltd",四川省南充市涪江路117号,509,华塑控股,1993/5/7,"825,483,117","604,794,391",,,,0,0,西南,四川,南充市,C 制造业,
000510,*ST金路,四川金路集团股份有限公司,"SICHUAN JINLU GROUP CO., LTD.",四川省德阳市岷江西路二段57号金路大厦,510,*ST金路,1993/5/7,"609,182,254","563,390,247",,,,0,0,西南,四川,德阳市,C 制造业,www.jinlugroup.cn
000511,烯碳新材,银基烯碳新材料股份有限公司,"Ingenious Ene-Carbon New Materials Co.,Ltd",辽宁省沈阳市沈河区青年大街109号,511,烯碳新材,1993/5/18,"1,154,832,011","1,154,821,287",,,,0,0,东北,辽宁,沈阳市,C 制造业,www.enecarbon-materials.com
000512,闽灿坤Ｂ,厦门灿坤实业股份有限公司,"TSANN KUEN(CHINA)ENTERPRISE CO.,LTD",福建省厦门市湖里工业区兴隆路88号,,,,0,0,200512,闽灿坤Ｂ,1993/6/30,"185,391,680","185,391,680",华东,福建,厦门市,C 制造业,www.eupa.cn
000513,丽珠集团,丽珠医药集团股份有限公司,LIVZON PHARMACEUTICAL GROUP INC.,广东省珠海市金湾区创业北路38号行政大楼,513,丽珠集团,1993/10/28,"250,012,487","230,907,396",,,,0,0,华南,广东,珠海市,C 制造业,www.livzon.com.cn
000514,渝 开 发,重庆渝开发股份有限公司,"CHONGQING YUKAIFA CO.,LTD",重庆市渝中区重庆村55号2单元39层,514,渝 开 发,1993/7/12,"843,770,965","843,770,627",,,,0,0,西南,重庆,重庆市,K 房地产,www.cqukf.com
000516,国际医学,西安国际医学投资股份有限公司,"XI""AN INTERNATIONAL MEDICAL INVESTMENT COMPANY LIMITED",陕西省西安市东大街解放市场6号,516,国际医学,1993/8/9,"788,419,721","698,980,952",,,,0,0,西北,陕西,西安市,F 批发零售,www.000516.cn
000517,荣安地产,荣安地产股份有限公司,Rongan Property Co.Ltd,浙江省宁波市海曙区灵桥路513号(14-12),517,荣安地产,1993/8/6,"3,183,922,485","3,035,327,340",,,,0,0,华东,浙江,宁波市,K 房地产,www.rongan.com.cn
000518,四环生物,江苏四环生物股份有限公司,"JIANGSU SIHUAN BIOENGINEERING CO.,LTD",江苏省江阴市滨江开发区定山路十号,518,四环生物,1993/9/8,"1,029,556,222","1,029,107,630",,,,0,0,华东,江苏,无锡市,C 制造业,www.shsw.com.cn
000519,江南红箭,湖南江南红箭股份有限公司,HUNAN JIANGNAN RED ARROW　CO.，LTD,湖南省湘潭国家高新技术产业开发区德国工业园莱茵路1号,519,江南红箭,1993/10/8,"1,033,224,158","457,958,913",,,,0,0,华中,湖南,湘潭市,C 制造业,www.yhdle.com
000520,长航凤凰,长航凤凰股份有限公司,"CHANGHANG PHOENIX CO.,LTD",湖北省武汉市民权路39号汇江大厦,520,长航凤凰,1993/10/25,"1,012,083,455","1,012,083,455",,,,0,0,华中,湖北,武汉市,G 运输仓储,www.csc-hy.com.cn
000521,美菱电器,合肥美菱股份有限公司,"HEFEI MEILING CO.,LTD",安徽省合肥市经济技术开发区莲花路2163号,521,美菱电器,1993/10/18,"600,875,205","591,909,884",200521,皖美菱Ｂ,1996/8/28,"162,864,000","162,199,506",华东,安徽,合肥市,C 制造业,www.meiling.com
000523,广州浪奇,广州市浪奇实业股份有限公司,"LONKEY INDUSTRIAL CO.LTD., GUANGZHOU",广东省广州市天河区黄埔大道东128号,523,广州浪奇,1993/11/8,"445,905,023","445,339,999",,,,0,0,华南,广东,广州市,C 制造业,www.lonkey.com.cn
000524,岭南控股,广州岭南集团控股股份有限公司,Guangzhou Lingnan Group Holdings Company Limited,广东省广州市流花路120号,524,岭南控股,1993/11/18,"269,673,744","269,671,562",,,,0,0,华南,广东,广州市,H 住宿餐饮,www.hoteldongfang.com
000525,红 太 阳,南京红太阳股份有限公司,"NANJING RED SUN CO., LTD",江苏省南京市高淳县桠溪镇东风路8号,525,红 太 阳,1993/10/28,"507,246,849","506,983,093",,,,0,0,华东,江苏,南京市,C 制造业,
000526,银润投资,厦门银润投资股份有限公司,"XIAMEN INSIGHT INVESTMENT CO.,LTD.",福建省厦门市湖里区寨上长乐路1号,526,银润投资,1993/11/1,"96,195,107","96,194,357",,,,0,0,华东,福建,厦门市,K 房地产,www.good-time.com.cn
000528,柳 工,广西柳工机械股份有限公司,"GUANGXI LIUGONG MACHINERY CO., LTD",广西壮族自治区柳州市柳太路1号,528,柳 工,1993/11/18,"1,125,242,136","1,125,088,011",,,,0,0,华南,广西,柳州市,C 制造业,www.liugong.com
000529,广弘控股,广东广弘控股股份有限公司,"GUANGDONG GUANGHONG HOLDINGS CO.,LTD.",广东省广州市天河区广州大道北520号,529,广弘控股,1993/11/18,"583,790,330","567,197,793",,,,0,0,华南,广东,广州市,C 制造业,www.ghkg000529.com
000530,大冷股份,大连冷冻机股份有限公司,"DALIAN REFRIGERATION CO., LTD",辽宁省大连市沙河口区西南路888号,530,大冷股份,1993/12/8,"245,164,975","215,790,524",200530,大 冷Ｂ,1998/3/20,"115,000,000","115,000,000",东北,辽宁,大连市,C 制造业,www.daleng.cn
000531,穗恒运Ａ,广州恒运企业集团股份有限公司,"GUANGZHOU HENGYUN ENTERPRISES HOLDING CO.,LTD",广东省广州市萝岗区西基工业区西基路,531,穗恒运Ａ,1994/1/6,"685,082,820","685,065,434",,,,0,0,华南,广东,广州市,D 水电煤气,www.hengyun.com.cn
000532,力合股份,力合股份有限公司,"LEAGUER STOCK CO.,LTD.",广东省珠海市香洲区唐家湾镇唐家大学路101号清华科技园创业大楼第六层东楼,532,力合股份,1994/1/3,"344,708,340","343,352,552",,,,0,0,华南,广东,珠海市,S 综合,www.chinalihe.com
000533,万 家 乐,广东万家乐股份有限公司,"GUANGDONG MACRO CO.,LTD",广东省佛山市顺德区大良街道顺峰山工业区,533,万 家 乐,1994/1/3,"690,816,000","684,900,468",,,,0,0,华南,广东,佛山市,C 制造业,www.macro.com.cn
000534,万泽股份,万泽实业股份有限公司,"WEDGE INDUSTRIAL CO.,LTD.",广东省汕头市珠池路23号光明大厦B幢8楼,534,万泽股份,1994/1/10,"491,785,096","491,040,183",,,,0,0,华南,广东,汕头市,K 房地产,
000536,华映科技,华映科技（集团）股份有限公司,"CPT TECHNOLOGY (GROUP) CO., LTD",福建省福州市马尾区儒江西路6号1#楼第三、四层,536,华映科技,1993/11/26,"779,102,886","250,865,809",,,,0,0,华东,福建,福州市,C 制造业,www.cpttg.com
000537,广宇发展,天津广宇发展股份有限公司,"TIANJIN GUANGYU DEVELOPMENT CO., LTD",天津经济技术开发区泰达中心（第三大街16号）,537,广宇发展,1993/12/10,"512,717,581","512,442,583",,,,0,0,华北,天津,天津市,K 房地产,www.tjgy.sdln.sgcc.com.cn/
000538,云南白药,云南白药集团股份有限公司,"YUNNAN BAIYAO GROUP CO.,LTD",云南省昆明市国家高新技术产业开发区,538,云南白药,1993/12/15,"1,041,399,718","1,041,392,430",,,,0,0,西南,云南,昆明市,C 制造业,www.yunnanbaiyao.com.cn
000539,粤电力Ａ,广东电力发展股份有限公司,"GUANGDONG ELECTRIC POWER DEVELOPMENT CO., LTD",广东省广州市天河东路2号粤电广场南塔23-26楼,539,粤电力Ａ,1993/11/26,"4,451,875,986","2,553,909,163",200539,粤电力Ｂ,1995/6/28,"798,408,000","798,408,000",华南,广东,广州市,D 水电煤气,www.ged.com.cn
000540,中天城投,中天城投集团股份有限公司,Zhongtian Urban Development Group Company Limited,贵州省贵阳市观山湖区中天路3号,540,中天城投,1994/2/2,"4,318,405,465","3,225,963,344",,,,0,0,西南,贵州,贵阳市,K 房地产,www.ztcn.cn
000541,佛山照明,佛山电器照明股份有限公司,"FOSHAN ELECTRICAL AND LIGHTING CO., LTD",广东省佛山市禅城区汾江北路64号,541,佛山照明,1993/11/23,"979,340,368","974,869,463",200541,粤照明Ｂ,1995/8/8,"292,792,500","292,787,348",华南,广东,佛山市,C 制造业,www.Chinafsl.Com
000543,皖能电力,安徽省皖能股份有限公司,"AN HUI WENERGY CO.,LTD",安徽省合肥市马鞍山路99号皖能大厦,543,皖能电力,1993/12/20,"1,790,395,978","1,742,765,392",,,,0,0,华东,安徽,合肥市,D 水电煤气,www.wenergy.cn
000544,中原环保,中原环保股份有限公司,"CENTRAL PLAINS ENVIRONMENT PROTECTION CO.,LTD",河南省郑州市郑东新区商务外环路3号中华大厦13层,544,中原环保,1993/12/8,"269,459,799","269,459,799",,,,0,0,华中,河南,郑州市,D 水电煤气,www.cpepgc.com
000545,金浦钛业,吉林金浦钛业股份有限公司,"JILIN GPRO TITANIUM INDUSTRY CO.,LTD",吉林省吉林市吉林经济技术开发区吉孤公路480号,545,金浦钛业,1993/12/15,"986,833,096","596,078,076",,,,0,0,东北,吉林,吉林市,C 制造业,
000546,金圆股份,金圆水泥股份有限公司,"Jinyuan Cement Co.,Ltd",吉林省长春市净月开发区中信城枫丹白露一期3栋906室,546,金圆股份,1993/12/15,"598,439,493","273,647,644",,,,0,0,东北,吉林,长春市,C 制造业,
000547,航天发展,航天工业发展股份有限公司,Addsino Co.，Ltd,福建省福州市台江区五一南路67号,547,航天发展,1993/11/30,"1,429,628,897","834,825,715",,,,0,0,华东,福建,福州市,C 制造业,http://www.szxrjt.com
000548,湖南投资,湖南投资集团股份有限公司,"HUNAN INVESTMENT GROUP CO.,LTD",湖南省长沙市天心区芙蓉中路508号之三君逸康年大酒店十二楼,548,湖南投资,1993/12/20,"499,215,811","499,201,046",,,,0,0,华中,湖南,长沙市,G 运输仓储,www.hntz.com.cn
000550,江铃汽车,江铃汽车股份有限公司,"JIANGLING MOTORS CO., LTD",江西省南昌市迎宾北大道509号,550,江铃汽车,1993/12/1,"519,214,000","517,488,100",200550,江 铃Ｂ,1995/9/29,"344,000,000","344,000,000",华东,江西,南昌市,C 制造业,www.jmc.com.cn
000551,创元科技,创元科技股份有限公司,"CREATE TECHNOLOGY & SCIENCE CO.,LTD",江苏省苏州市高新区鹿山路35号,551,创元科技,1994/1/6,"400,080,405","400,026,405",,,,0,0,华东,江苏,苏州市,S 综合,www.000551.cn
000552,靖远煤电,甘肃靖远煤电股份有限公司,"GANSU JINGYUAN COAL INDUSTRY AND ELECTRICITY POWER CO., LTD.",甘肃省白银市平川区大桥路1号,552,靖远煤电,1994/1/6,"1,143,485,525","354,120,750",,,,0,0,西北,甘肃,白银市,B 采矿业,
000553,沙隆达Ａ,湖北沙隆达股份有限公司,"HUBEI SANONDA CO., LTD",湖北省荆州市北京东路93号,553,沙隆达Ａ,1993/12/3,"363,923,220","363,902,689",200553,沙隆达Ｂ,1997/5/15,"230,000,000","230,000,000",华中,湖北,荆州市,C 制造业,www.sanonda.cn
000554,泰山石油,中国石化山东泰山石油股份有限公司,"SINOPEC SHANDONG TAISHAN PETROLEUM CO.,LTD.",山东省泰安市东岳大街104号,554,泰山石油,1993/12/15,"480,793,318","362,586,041",,,,0,0,华东,山东,泰安市,F 批发零售,
000555,神州信息,神州数码信息服务股份有限公司,Digital China Information Service Company Ltd.,广东省深圳市南山区科发路8号金融服务技术创新基地1栋3C5单元,555,神州信息,1994/4/8,"917,811,916","234,211,862",,,,0,0,华南,广东,深圳市,I 信息技术,www.dcits.com
000557,*ST广夏,广夏(银川)实业股份有限公司,"GUANGXIA (YINCHUAN) INDUSTRY CO., LTD",宁夏回族自治区银川市北京中路168号C座一楼,557,*ST广夏,1994/6/17,"686,133,996","668,004,924",,,,0,0,西北,宁夏,银川市,C 制造业,
000558,莱茵体育,莱茵达体育发展股份有限公司,"LANDER SPORTS DEVELOPMENT CO.,LTD",浙江省杭州市文三路535号莱茵达大厦,558,莱茵体育,1994/5/9,"859,482,633","764,558,499",,,,0,0,华东,浙江,杭州市,K 房地产,www.lander.com.cn
000559,万向钱潮,万向钱潮股份有限公司,"WANXIANG QIANCHAO CO.,LTD",浙江省杭州市萧山区万向路,559,万向钱潮,1994/1/10,"2,294,299,545","2,289,776,136",,,,0,0,华东,浙江,杭州市,C 制造业,www.wxqc.com.cn
000560,昆百大Ａ,昆明百货大楼(集团)股份有限公司,"KUNMING SINOBRIGHT(GROUP) CO.,LTD",云南省昆明市东风西路1号,560,昆百大Ａ,1994/2/2,"1,170,235,934","315,897,817",,,,0,0,西南,云南,昆明市,F 批发零售,
000561,烽火电子,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd",陕西省宝鸡市清姜路72号,561,烽火电子,1994/5/9,"595,844,701","593,989,051",,,,0,0,西北,陕西,宝鸡市,C 制造业,www.fenghuo.cn
000563,陕国投Ａ,陕西省国际信托股份有限公司,"SHAANXI INTERNATIONAL TRUST CO.,LTD.",陕西省西安市高新区科技路50号金桥国际广场C座,563,陕国投Ａ,1994/1/10,"1,545,245,866","1,214,664,293",,,,0,0,西北,陕西,西安市,J 金融业,www.siti.com.cn
000564,西安民生,西安民生集团股份有限公司,"XI’AN MINSHENG GROUP CO., LTD",陕西省西安市解放路103号,564,西安民生,1994/1/10,"752,926,271","435,901,157",,,,0,0,西北,陕西,西安市,F 批发零售,www.cnminsheng.com
000565,渝三峡Ａ,重庆三峡油漆股份有限公司,"CHONGQING SANXIA PAINTS CO.,LTD",重庆市江津区德感工业园区,565,渝三峡Ａ,1994/4/8,"433,592,220","433,592,220",,,,0,0,西南,重庆,重庆市,C 制造业,www.sanxia.com
